29.565657 11.146928 16.102915 18.778042 12.468431 7.059418 
20.874537 9.183593 20.529369 20.739050 11.255786 9.527601 
28.047850 10.108035 23.392248 19.218472 16.328957 9.925616 
28.980659 13.423824 25.531322 18.621786 21.656321 8.177464 
23.947527 13.464624 20.417976 25.766447 13.998024 8.555392 
20.401991 15.498606 20.430428 24.843374 12.270667 5.141373 
28.698526 13.782323 23.226360 18.814350 18.963131 14.917116 
24.172115 14.940063 20.003445 25.918982 12.409090 5.246104 
28.780060 12.445168 17.376379 16.831505 10.603637 5.899348 
29.091532 14.746472 17.044893 23.312666 17.813711 4.991867 
29.301987 14.153702 18.020756 25.616367 11.686535 7.868994 
31.022701 8.606833 22.743259 17.513430 15.340607 3.845795 
29.180979 11.557543 23.135773 22.946238 16.151800 5.273566 
27.930099 14.438169 22.556080 24.529539 12.015292 9.173822 
33.846203 16.903858 18.179155 16.632879 12.875151 9.295219 
25.154898 11.033173 23.341743 19.887142 16.519030 10.240064 
35.106670 13.242561 21.428787 21.090490 12.723807 7.010818 
25.209135 12.850850 25.295937 18.056234 13.486193 7.795741 
29.438828 15.266409 23.976778 24.548758 9.845288 4.550106 
29.725252 6.946030 18.197956 24.123976 15.505687 5.925257 
27.486713 8.837636 20.891312 19.136850 13.277709 6.045727 
29.519789 14.146199 23.007465 22.318642 13.021230 13.619496 
26.245506 13.107677 21.434750 21.703260 13.752280 5.025379 
33.955357 7.920842 19.684978 21.106571 7.609594 6.834551 
27.990343 10.415890 16.665651 17.502064 14.444242 7.779035 
26.135830 12.700714 22.301006 19.147243 17.841988 9.468630 
25.933100 15.111071 22.559328 21.635067 12.447936 10.128994 
27.279961 15.185240 15.790156 16.344282 15.927351 5.365943 
25.760311 13.632949 20.413557 18.830910 11.671001 7.179329 
31.429111 14.423276 19.958885 15.272199 17.757336 3.014699 
32.629345 10.570017 18.707993 22.012554 14.535404 3.854448 
28.192547 8.295099 16.633928 24.252712 16.008110 5.620173 
26.773861 9.202416 23.548534 18.603050 13.867304 5.248979 
29.160664 10.902171 20.796232 18.358614 11.421997 3.795157 
30.813576 8.899913 23.060558 15.621967 10.409031 16.299700 
20.219097 13.715732 20.710800 25.666639 17.539631 7.110938 
33.206272 13.169051 21.665442 26.510429 16.426327 8.984314 
33.969456 18.170853 23.012854 21.830002 15.478644 7.657965 
29.226646 9.814377 22.302011 19.372135 11.912398 8.626127 
26.332895 2.736907 19.141897 28.252583 17.338530 8.767639 
31.999931 13.560342 18.478439 22.093273 20.308399 7.575285 
24.406387 14.606756 15.232427 18.946995 14.076594 8.607273 
33.677944 15.398574 16.708639 20.123032 11.821822 5.521711 

19.956741 21.694563
13.880673 7.343436
28.442356 11.917128
28.442356 11.917128
19.956741 21.694563
13.880673 7.343436
28.442356 11.917128
13.880673 7.343436
19.956741 21.694563
